Reporting the nDCG & Recall for 'RP3beta' on 'ML-20M'..
[# of results: 35]

Val nDCG ||             Test nDCG             ||            Test Recall            || (╯°□°)╯︵ ┻━┻     (╯°□°)╯︵ ┻━┻     (╯°□°)╯︵ ┻━┻
@ 10     || @ 5    | @ 10   | @ 15   | @ 20   || @ 5    | @ 10   | @ 15   | @ 20   || Filename            || topK, alpha, beta, normalize_similarity
0.04871  || 0.0289 | 0.0391 | 0.0459 | 0.0506 || 0.0461 | 0.0777 | 0.1033 | 0.1234 || 2021-02-13-15-34-33 || 5, 0.01386, 0.57379, True
0.04842  || 0.0281 | 0.0384 | 0.0449 | 0.0496 || 0.0449 | 0.0772 | 0.1018 | 0.1214 || 2021-02-13-16-33-55 || 5, 0.18954, 0.61459, True
0.04422  || 0.0270 | 0.0359 | 0.0414 | 0.0453 || 0.0428 | 0.0706 | 0.0912 | 0.1082 || 2021-02-13-17-21-36 || 5, 0.84628, 0.55159, True
0.04243  || 0.0243 | 0.0340 | 0.0410 | 0.0462 || 0.0393 | 0.0697 | 0.0959 | 0.1183 || 2021-02-13-14-40-20 || 10, 0.92715, 0.76214, True
0.04200  || 0.0238 | 0.0342 | 0.0420 | 0.0480 || 0.0388 | 0.0714 | 0.1009 | 0.1265 || 2021-02-13-15-10-10 || 19, 0.30292, 0.76103, True
0.04127  || 0.0264 | 0.0368 | 0.0440 | 0.0496 || 0.0425 | 0.0748 | 0.1021 | 0.1260 || 2021-02-13-16-39-26 || 712, 0.48362, 0.42437, True
0.04022  || 0.0242 | 0.0339 | 0.0411 | 0.0469 || 0.0388 | 0.0693 | 0.0964 | 0.1209 || 2021-02-13-16-03-12 || 397, 2, 0.55999, True
0.03981  || 0.0252 | 0.0352 | 0.0424 | 0.0480 || 0.0402 | 0.0716 | 0.0986 | 0.1226 || 2021-02-13-15-15-56 || 1000, 1.09288, 0.26804, True
0.03967  || 0.0240 | 0.0336 | 0.0409 | 0.0466 || 0.0383 | 0.0684 | 0.0959 | 0.1202 || 2021-02-13-15-22-13 || 1000, 1.96073, 0.5455, True
0.03951  || 0.0261 | 0.0354 | 0.0420 | 0.0472 || 0.0414 | 0.0704 | 0.0954 | 0.1174 || 2021-02-13-15-45-20 || 760, 0.02288, 0.4742, False
0.03913  || 0.0259 | 0.0352 | 0.0414 | 0.0465 || 0.0412 | 0.0702 | 0.0940 | 0.1153 || 2021-02-13-17-04-38 || 140, 0.00855, 0.61357, False
0.03803  || 0.0249 | 0.0340 | 0.0403 | 0.0450 || 0.0395 | 0.0678 | 0.0918 | 0.1117 || 2021-02-13-17-15-58 || 56, 0.04108, 0.37408, False
0.03797  || 0.0248 | 0.0342 | 0.0410 | 0.0464 || 0.0395 | 0.0692 | 0.0948 | 0.1178 || 2021-02-13-17-10-33 || 999, 0.88799, 0.02324, True
0.03794  || 0.0240 | 0.0327 | 0.0391 | 0.0439 || 0.0380 | 0.0650 | 0.0891 | 0.1096 || 2021-02-13-14-52-25 || 760, 2, 0.1181, True
0.03748  || 0.0240 | 0.0331 | 0.0399 | 0.0453 || 0.0384 | 0.0668 | 0.0925 | 0.1157 || 2021-02-13-16-57-24 || 1000, 0, 0.60514, True
0.03654  || 0.0240 | 0.0331 | 0.0396 | 0.0449 || 0.0384 | 0.0668 | 0.0915 | 0.1137 || 2021-02-13-14-45-55 || 936, 0.79192, 0.04725, False
0.03618  || 0.0253 | 0.0327 | 0.0370 | 0.0392 || 0.0404 | 0.0636 | 0.0799 | 0.0898 || 2021-02-13-16-28-50 || 5, 0, 0, False
0.03530  || 0.0242 | 0.0323 | 0.0381 | 0.0422 || 0.0388 | 0.0641 | 0.0858 | 0.1035 || 2021-02-13-16-51-08 || 953, 0.06509, 0.13662, False
0.03485  || 0.0210 | 0.0288 | 0.0339 | 0.0376 || 0.0334 | 0.0580 | 0.0771 | 0.0930 || 2021-02-13-17-32-54 || 47, 1.66812, 0.00415, True
0.03162  || 0.0207 | 0.0263 | 0.0299 | 0.0322 || 0.0318 | 0.0497 | 0.0634 | 0.0744 || 2021-02-13-15-40-03 || 5, 2, 0.24141, True
0.02801  || 0.0158 | 0.0232 | 0.0289 | 0.0337 || 0.0263 | 0.0493 | 0.0708 | 0.0915 || 2021-02-13-14-22-34 || 239, 1.18423, 0.67005, False
0.02052  || 0.0165 | 0.0195 | 0.0231 | 0.0244 || 0.0231 | 0.0336 | 0.0477 | 0.0555 || 2021-02-13-16-09-00 || 5, 0, 0, True
0.01853  || 0.0095 | 0.0144 | 0.0181 | 0.0209 || 0.0164 | 0.0316 | 0.0456 | 0.0577 || 2021-02-13-15-57-42 || 5, 2, 0.62543, False
0.01146  || 0.0069 | 0.0095 | 0.0113 | 0.0126 || 0.0109 | 0.0188 | 0.0255 | 0.0314 || 2021-02-13-14-28-40 || 311, 1.60474, 0.1903, False
0.01122  || 0.0072 | 0.0098 | 0.0115 | 0.0131 || 0.0111 | 0.0193 | 0.0260 | 0.0325 || 2021-02-13-17-38-21 || 958, 1.83151, 0.00085, False
0.01113  || 0.0054 | 0.0089 | 0.0121 | 0.0154 || 0.0093 | 0.0205 | 0.0326 | 0.0464 || 2021-02-13-16-20-30 || 1000, 2, 0.94333, True
0.01010  || 0.0052 | 0.0075 | 0.0092 | 0.0105 || 0.0088 | 0.0159 | 0.0225 | 0.0281 || 2021-02-13-16-13-58 || 1000, 2, 0.66152, False
0.00617  || 0.0040 | 0.0065 | 0.0097 | 0.0110 || 0.0073 | 0.0156 | 0.0285 | 0.0363 || 2021-02-13-15-29-15 || 5, 1.7143, 2, False
0.00370  || 0.0017 | 0.0028 | 0.0046 | 0.0060 || 0.0029 | 0.0063 | 0.0131 | 0.0194 || 2021-02-13-15-04-32 || 5, 1.61538, 1.14432, True
0.00172  || 0.0007 | 0.0018 | 0.0039 | 0.0052 || 0.0016 | 0.0053 | 0.0130 | 0.0191 || 2021-02-13-16-45-40 || 5, 2, 2, True
0.00152  || 0.0009 | 0.0013 | 0.0016 | 0.0019 || 0.0015 | 0.0028 | 0.0039 | 0.0054 || 2021-02-13-14-16-27 || 563, 0.42518, 1.08616, False
0.00048  || 0.0002 | 0.0004 | 0.0005 | 0.0006 || 0.0004 | 0.0008 | 0.0013 | 0.0019 || 2021-02-13-17-27-02 || 81, 1.95342, 1.59952, False
0.00025  || 0.0001 | 0.0002 | 0.0002 | 0.0003 || 0.0002 | 0.0004 | 0.0005 | 0.0006 || 2021-02-13-15-52-11 || 1000, 1.10895, 2, False
0.00014  || 0.0001 | 0.0001 | 0.0001 | 0.0001 || 0.0001 | 0.0002 | 0.0002 | 0.0003 || 2021-02-13-14-34-33 || 742, 0.3199, 1.7253, True
0.00004  || 0.0001 | 0.0001 | 0.0001 | 0.0001 || 0.0001 | 0.0001 | 0.0001 | 0.0001 || 2021-02-13-14-58-02 || 938, 0, 1.48764, False
